date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
200810,0.2523,0.6043,1.5194,0.2306,0.5268,1.1231
200811,0.2539,0.6083,1.5295,0.2317,0.5217,1.1412
200812,0.2552,0.6014,1.4592,0.2327,0.5182,1.1212
200901,0.2534,0.6021,1.4739,0.2331,0.5168,1.0731
200902,0.2534,0.5951,1.4148,0.2304,0.5163,1.0298
200903,0.2537,0.5881,1.3527,0.2288,0.5137,1.0219
200904,0.2556,0.5886,1.3805,0.2286,0.5166,1.0349
200905,0.2565,0.5917,1.3949,0.2294,0.5204,1.0434
200906,0.2566,0.5922,1.4346,0.229,0.5214,1.053
200907,0.3134,0.7713,1.6319,0.2827,0.7144,1.3856
200908,0.3152,0.7764,1.6253,0.2835,0.7134,1.392
200909,0.317,0.7835,1.7019,0.2844,0.7167,1.4592
200910,0.3147,0.7844,1.7198,0.2829,0.7171,1.441
200911,0.3177,0.7819,1.6902,0.2828,0.7156,1.4197
200912,0.3164,0.7793,1.7009,0.2828,0.7163,1.4262
201001,0.3176,0.7789,1.7177,0.2824,0.7141,1.4052
201002,0.3189,0.7869,1.7283,0.2828,0.7195,1.4383
201003,0.3189,0.7873,1.724,0.2825,0.719,1.4387
201004,0.3169,0.7863,1.7452,0.2817,0.7206,1.4585
201005,0.3176,0.7865,1.7669,0.2815,0.7219,1.4781
201006,0.3171,0.7834,1.7391,0.2812,0.7201,1.4668
201007,0.266,0.627,1.2955,0.2688,0.638,1.1264
201008,0.2668,0.6289,1.2963,0.2688,0.6405,1.1316
201009,0.2659,0.628,1.296,0.2683,0.6393,1.1218
201010,0.2653,0.629,1.2915,0.2679,0.6405,1.1259
201011,0.2666,0.6277,1.2875,0.2678,0.6407,1.1248
201012,0.268,0.6277,1.276,0.2682,0.6394,1.1224
201101,0.2685,0.6303,1.2777,0.2689,0.6416,1.1366
201102,0.2675,0.6305,1.2749,0.2703,0.6423,1.1346
201103,0.2671,0.6318,1.2788,0.2697,0.6411,1.127
201104,0.2659,0.6297,1.2732,0.2682,0.6411,1.1234
201105,0.2656,0.6289,1.2704,0.2678,0.639,1.1211
201106,0.2654,0.6252,1.2691,0.2666,0.6384,1.1184
201107,0.2126,0.5174,1.0834,0.2105,0.4793,0.9793
201108,0.211,0.5182,1.0784,0.2097,0.4785,0.974
201109,0.2102,0.518,1.0708,0.2097,0.4791,0.961
201110,0.2086,0.5193,1.0672,0.2095,0.479,0.9454
201111,0.2094,0.5173,1.0609,0.2102,0.4785,0.9498
201112,0.2085,0.5169,1.0553,0.2103,0.4778,0.9354
201201,0.2106,0.5174,1.0589,0.2111,0.4786,0.9335
201202,0.2088,0.5174,1.063,0.2094,0.478,0.9471
201203,0.2081,0.5169,1.0615,0.2086,0.4781,0.9522
201204,0.2081,0.5176,1.0614,0.2078,0.4785,0.9603
201205,0.2075,0.5161,1.0608,0.2068,0.4778,0.9526
201206,0.207,0.5167,1.0584,0.2078,0.4788,0.941
201207,0.2355,0.588,1.1928,0.2298,0.5393,1.2133
201208,0.2369,0.585,1.1923,0.2304,0.5387,1.2016
201209,0.2394,0.5841,1.1963,0.2301,0.5376,1.2133
201210,0.2383,0.5845,1.2077,0.2304,0.537,1.2208
201211,0.2409,0.5838,1.2113,0.2321,0.537,1.2367
201212,0.2412,0.5841,1.1945,0.2315,0.5354,1.2319
201301,0.241,0.5843,1.2002,0.2328,0.5366,1.2518
201302,0.24,0.5862,1.2004,0.2343,0.5371,1.2502
201303,0.241,0.5861,1.2013,0.2348,0.5375,1.2442
201304,0.24,0.5853,1.204,0.2346,0.5381,1.2475
201305,0.2395,0.5859,1.2138,0.2344,0.5375,1.2498
201306,0.2395,0.5881,1.2237,0.235,0.5377,1.2607
201307,0.1933,0.4857,0.9745,0.2076,0.4609,0.9523
201308,0.1926,0.4854,0.9748,0.2079,0.4613,0.9567
201309,0.1917,0.4845,0.9795,0.2084,0.4615,0.9581
201310,0.1913,0.4842,0.9782,0.2074,0.4615,0.9567
201311,0.1917,0.4845,0.9793,0.2074,0.461,0.9578
201312,0.1909,0.4852,0.9733,0.2075,0.4601,0.9634
201401,0.1908,0.4859,0.9725,0.2075,0.4596,0.9616
201402,0.189,0.4855,0.9761,0.2073,0.4585,0.9627
201403,0.1888,0.4846,0.9727,0.2072,0.458,0.9613
201404,0.1911,0.4856,0.9751,0.2087,0.4594,0.9586
201405,0.1933,0.4857,0.9733,0.2097,0.4606,0.953
201406,0.1926,0.484,0.968,0.2096,0.4598,0.9504
201407,0.1773,0.4291,0.8746,0.1817,0.3882,0.809
201408,0.1769,0.4298,0.8759,0.182,0.3886,0.8117
201409,0.1766,0.43,0.8721,0.1812,0.3877,0.8132
201410,0.176,0.4294,0.8651,0.1814,0.3877,0.8171
201411,0.1766,0.4296,0.8594,0.1813,0.3876,0.8171
201412,0.1766,0.4296,0.8607,0.1816,0.3876,0.8172
201501,0.1776,0.4292,0.862,0.1817,0.3871,0.8188
201502,0.1755,0.4277,0.8586,0.1805,0.3869,0.8096
201503,0.1755,0.4285,0.8639,0.1808,0.3874,0.816
201504,0.1754,0.4289,0.8601,0.1807,0.3869,0.816
201505,0.1757,0.429,0.8602,0.1804,0.3873,0.8175
201506,0.175,0.4257,0.8575,0.1796,0.3872,0.8212
201507,0.1566,0.4449,0.9754,0.1606,0.4016,0.8949
201508,0.1558,0.4431,0.949,0.1596,0.4,0.8931
201509,0.1579,0.443,0.9673,0.1594,0.4017,0.8913
201510,0.1591,0.4442,0.938,0.1599,0.4026,0.8883
201511,0.1599,0.4436,0.9398,0.1594,0.4018,0.8913
201512,0.1593,0.4424,0.9313,0.1594,0.4027,0.8922
201601,0.1587,0.4434,0.9203,0.1595,0.4021,0.8912
201602,0.1619,0.4447,0.9142,0.1616,0.4038,0.8831
201603,0.163,0.446,0.9142,0.1615,0.4034,0.8773
201604,0.1635,0.4463,0.9233,0.1614,0.4042,0.8807
201605,0.1629,0.4478,0.9306,0.1607,0.4046,0.8856
201606,0.1619,0.4466,0.9223,0.1608,0.4046,0.8862
201607,0.2099,0.5035,1.1005,0.1641,0.4214,1.0106
201608,0.2102,0.5044,1.1046,0.1648,0.4215,1.0172
201609,0.2118,0.506,1.1231,0.1656,0.4231,1.0281
201610,0.2115,0.5068,1.1271,0.1658,0.422,1.0274
201611,0.2111,0.5056,1.1131,0.1665,0.4238,1.0331
201612,0.2126,0.5079,1.105,0.1668,0.4259,1.0494
201701,0.214,0.508,1.1012,0.1669,0.4278,1.0511
201702,0.2142,0.5062,1.0984,0.167,0.4283,1.0489
201703,0.2139,0.5087,1.0997,0.1672,0.4281,1.0539
201704,0.2148,0.5065,1.0994,0.1671,0.4272,1.0512
201705,0.2143,0.5044,1.0938,0.167,0.4262,1.051
201706,0.2125,0.5008,1.0903,0.1668,0.4252,1.0531
201707,0.166,0.4357,0.9541,0.1429,0.37,0.779
201708,0.1662,0.4344,0.951,0.1424,0.3702,0.7798
201709,0.1647,0.4312,0.9458,0.1418,0.3684,0.7772
201710,0.1654,0.4335,0.9472,0.1417,0.3694,0.7795
201711,0.1651,0.4325,0.9467,0.1404,0.367,0.7809
201712,0.1652,0.4326,0.9501,0.1404,0.3676,0.7795
201801,0.1655,0.4324,0.954,0.1404,0.3678,0.7802
201802,0.164,0.4316,0.9535,0.138,0.3652,0.7797
201803,0.1632,0.4296,0.9472,0.1368,0.3646,0.7807
201804,0.1629,0.4297,0.9471,0.1373,0.3666,0.7801
201805,0.1636,0.4306,0.9643,0.1372,0.3678,0.7816
201806,0.161,0.4305,0.9682,0.1369,0.3676,0.7809
201807,0.1566,0.4049,0.8884,0.1345,0.4155,0.8003
201808,0.1581,0.4048,0.8893,0.135,0.4148,0.8004
201809,0.1553,0.4024,0.8887,0.1335,0.4138,0.8002
201810,0.1556,0.4021,0.8936,0.1331,0.4128,0.8009
201811,0.1563,0.4043,0.8931,0.1355,0.4147,0.7986
201812,0.1567,0.405,0.8891,0.1354,0.4143,0.7973
201901,0.1564,0.4037,0.8911,0.1354,0.4138,0.7948
201902,0.1569,0.4041,0.8961,0.1346,0.4143,0.7988
201903,0.1573,0.4027,0.8827,0.1339,0.4134,0.798
201904,0.157,0.4022,0.8831,0.1334,0.4126,0.7965
201905,0.1579,0.4038,0.8808,0.1332,0.4123,0.7983
201906,0.1564,0.4035,0.8755,0.1333,0.4126,0.7991
201907,0.1711,0.4806,1.155,0.1339,0.4947,0.9399
201908,0.1686,0.4802,1.1406,0.1342,0.4953,0.9429
201909,0.1672,0.4789,1.125,0.1333,0.4943,0.9342
201910,0.1707,0.4817,1.1283,0.1342,0.4952,0.9346
201911,0.1697,0.4798,1.1172,0.1345,0.4949,0.9334
201912,0.1668,0.4789,1.1069,0.1346,0.4957,0.9327
202001,0.1677,0.4789,1.1358,0.1345,0.4956,0.9331
202002,0.1658,0.4771,1.1053,0.1329,0.4899,0.9317
202003,0.167,0.4741,1.1075,0.1328,0.4885,0.928
202004,0.1675,0.4758,1.0978,0.1326,0.4851,0.9308
202005,0.1659,0.4746,1.1308,0.1318,0.485,0.9351
202006,0.1663,0.4712,1.1261,0.1314,0.4816,0.9389
202007,0.1954,0.5897,1.6591,0.1187,0.5572,1.2543
202008,0.1961,0.5845,1.6269,0.1173,0.5505,1.2487
202009,0.1962,0.5875,1.6478,0.1151,0.5483,1.2419
202010,0.1955,0.5835,1.623,0.1161,0.5422,1.2359
202011,0.1973,0.5857,1.6255,0.1177,0.5437,1.2441
202012,0.199,0.5949,1.6695,0.1174,0.5504,1.2556
202101,0.1996,0.6001,1.6857,0.116,0.5514,1.2545
202102,0.1947,0.5974,1.7548,0.1159,0.5538,1.2563
202103,0.2005,0.607,1.7413,0.1177,0.5644,1.2684
202104,0.2065,0.6095,1.7655,0.1195,0.5651,1.267
202105,0.2068,0.6088,1.7674,0.119,0.5649,1.2683
202106,0.2078,0.6146,1.8241,0.1203,0.5674,1.2717
202107,0.1351,0.364,0.9056,0.0873,0.3615,0.7546
202108,0.1351,0.3636,0.905,0.0872,0.3616,0.7551
202109,0.1356,0.3641,0.9092,0.0871,0.3607,0.7585
202110,0.1363,0.3649,0.9073,0.0869,0.3621,0.756
202111,0.1354,0.3655,0.9083,0.086,0.3614,0.7527
202112,0.1346,0.3635,0.9074,0.0846,0.3604,0.7499
202201,0.1363,0.3661,0.9131,0.0859,0.3602,0.7494
202202,0.1363,0.3698,0.9154,0.0864,0.3619,0.7476
202203,0.1349,0.3701,0.9095,0.0862,0.361,0.7463
202204,0.1352,0.3704,0.9104,0.0861,0.3608,0.7436
202205,0.1348,0.3714,0.9084,0.0876,0.3619,0.7435
202206,0.1355,0.3719,0.9058,0.088,0.363,0.7415
202207,0.2287,0.52,1.1888,0.1189,0.4404,0.8493
202208,0.2322,0.5248,1.1919,0.1177,0.4423,0.8486
202209,0.2304,0.5242,1.2031,0.1183,0.4417,0.8467
202210,0.231,0.5219,1.186,0.1184,0.4388,0.8429
202211,0.2325,0.5207,1.1988,0.1172,0.4386,0.8381
202212,0.2278,0.5183,1.1912,0.1184,0.4405,0.8404
202301,0.2247,0.5152,1.1947,0.119,0.4391,0.834
202302,0.2299,0.5184,1.2144,0.119,0.4446,0.8439
202303,0.2268,0.517,1.2185,0.1181,0.4455,0.8459
202304,0.2255,0.5137,1.2019,0.1172,0.4423,0.8321
202305,0.2253,0.5128,1.2165,0.1173,0.4432,0.8305
202306,0.2287,0.5128,1.2146,0.1165,0.4444,0.8366
202307,0.1666,0.4743,1.1867,0.1068,0.4586,0.9932
202308,0.1666,0.4785,1.1985,0.1073,0.4589,0.9942
202309,0.1646,0.4779,1.2093,0.1067,0.4584,0.9888
202310,0.165,0.4801,1.2124,0.1074,0.4604,0.9877
202311,0.1642,0.4819,1.2027,0.1069,0.4609,0.9855
202312,0.1632,0.4815,1.1824,0.1052,0.4587,0.9863
202401,0.1636,0.482,1.1615,0.1057,0.4575,0.9877
202402,0.1622,0.481,1.1528,0.1049,0.4553,0.9971
202403,0.1637,0.4795,1.1428,0.1038,0.4484,0.9879
202404,0.1631,0.4814,1.1551,0.1049,0.4512,0.988
202405,0.1626,0.4813,1.1547,0.1055,0.4525,0.9963
202406,0.1623,0.4812,1.1635,0.1036,0.4524,0.9936
